"binary","filename","configuration","rate","time"
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28149.28975823279,0.035524875
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15323.282884029397,0.065260167
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9985.396357826678,0.100146250
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",376157.908080549,0.002658458
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",398320.3626945894,0.002510542
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33255.506579801506,0.030070208
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",27843.196140532073,0.035915417
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15360.639081232252,0.065101458
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10000.42911841347,0.099995709
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",349854.2682045794,0.002858333
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",384418.2963119293,0.002601333
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33236.11768909274,0.030087750
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28152.29400093758,0.035521084
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15258.711297461343,0.065536334
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10036.852008413733,0.099632833
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",372624.47241032514,0.002683667
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",390739.4744554069,0.002559250
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33053.343965492306,0.030254125
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28416.42347654652,0.035190917
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15392.815018769612,0.064965375
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10066.071174672757,0.099343625
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",361647.30346729356,0.002765125
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",388123.42324859306,0.002576500
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33289.36363220247,0.030039625
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",27813.446204748187,0.035953833
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15412.060708107128,0.064884250
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10032.853481682583,0.099672541
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",376754.26203258923,0.002654250
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",395068.28360213776,0.002531208
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",31094.970195782018,0.032159542
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28795.208477309374,0.034728000
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15248.250979867857,0.065581292
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10043.677442277101,0.099565125
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",379842.95013383764,0.002632667
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",386448.48815554706,0.002587667
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32850.20644219485,0.030441209
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28341.725365450253,0.035283667
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15374.986385449554,0.065040708
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10042.315808236957,0.099578625
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",349035.14469775476,0.002865041
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",384104.3780601116,0.002603459
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32707.038250456044,0.030574459
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28350.932032637935,0.035272209
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15255.821049219092,0.065548750
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10038.388504165976,0.099617583
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",373925.01233017724,0.002674333
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",395029.1116703846,0.002531459
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32971.969341871576,0.030328792
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28499.26436273864,0.035088625
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15548.109738558534,0.064316500
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9944.390174592465,0.100559208
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",360907.6394041848,0.002770792
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",390491.5312149168,0.002560875
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33111.53242224965,0.030200958
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28393.39468559128,0.035219459
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",14991.464235051168,0.066704625
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10079.36664646661,0.099212583
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",369731.4197021,0.002704666
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",392541.7075564279,0.002547500
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",31611.015579109695,0.031634542
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28566.837472549058,0.035005625
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",14965.485773607192,0.066820417
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9937.316303118396,0.100630791
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",369384.11478389736,0.002707209
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",392028.6463172437,0.002550834
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32854.02918692816,0.030437667
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",27361.65264381969,0.036547500
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15221.472346534718,0.065696667
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10049.73786113017,0.099505083
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",373383.9940736492,0.002678208
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",391102.4199462234,0.002556875
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32650.92891892774,0.030627000
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28176.224023071147,0.035490916
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15288.0847709624,0.065410417
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9974.457011506654,0.100256084
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",371586.007111413,0.002691167
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",375340.15201276157,0.002664250
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32241.38012193819,0.031016042
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28227.522980943853,0.035426417
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15431.791320330332,0.064801291
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10090.999829179556,0.099098208
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",378560.7423424733,0.002641584
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",394587.52187987807,0.002534292
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33288.993503619626,0.030039959
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28448.79394894153,0.035150875
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15237.137475168229,0.065629125
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10056.681973774688,0.099436375
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",379110.9847407829,0.002637750
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",398545.3096198874,0.002509125
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32750.778854459633,0.030533625
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28630.632629616244,0.034927625
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15278.78044774466,0.065450250
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9850.008988133202,0.101522750
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",375046.7870866891,0.002666334
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",389464.9724940363,0.002567625
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33187.354330330796,0.030131959
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28047.180293557496,0.035654208
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15381.164561187757,0.065014583
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10037.855261655519,0.099622875
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",377222.12121052085,0.002650958
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",383864.9286798156,0.002605083
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32797.010381959226,0.030490584
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28310.566919102555,0.035322500
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15304.79499227108,0.065339000
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9782.506319596909,0.102223292
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",354620.49224161287,0.002819916
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",392208.08050619945,0.002549667
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32504.380615375532,0.030765084
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28647.172514046353,0.034907459
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15165.043059244135,0.065941125
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10146.811681516947,0.098553125
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",373954.09713457676,0.002674125
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",369230.81467456184,0.002708333
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32657.993247959897,0.030620375
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28131.439198521795,0.035547417
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15261.583541908309,0.065524000
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10160.553613614102,0.098419834
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",372479.98665031727,0.002684708
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",363691.38022333564,0.002749584
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32553.2309618858,0.030718917
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28009.046922155856,0.035702750
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15378.69056662816,0.065025042
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10041.374580234142,0.099587959
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",378692.201629361,0.002640667
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",392400.45879461645,0.002548417
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32052.0525333141,0.031199250
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",27008.96022255383,0.037024750
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15305.93698163096,0.065334125
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10008.507231146474,0.099915000
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",380029.4522825519,0.002631375
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",388941.15825899044,0.002571083
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32864.691595104894,0.030427792
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",27890.760926059167,0.035854167
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15245.800494704881,0.065591833
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10067.679978656517,0.099327750
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",365246.7698488792,0.002737875
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",397423.4244545761,0.002516208
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33321.346534273405,0.030010792
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28075.65895958009,0.035618042
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15518.873697256508,0.064437666
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10016.146829981677,0.099838792
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",368103.80527308705,0.002716625
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",385579.332947754,0.002593500
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32884.64104095937,0.030409333
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28109.528778886932,0.035575125
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15389.932724755887,0.064977542
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9912.06757056463,0.100887125
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",371206.8230783736,0.002693916
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",394457.86696908437,0.002535125
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32536.019732705536,0.030735167
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",27878.190373136757,0.035870334
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15288.09458744121,0.065410375
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9986.418470879604,0.100136000
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",375064.51109590847,0.002666208
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",391555.4029359607,0.002553917
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33362.01465733424,0.029974209
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28280.50939532255,0.035360042
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15096.789290337678,0.066239250
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10119.41332741712,0.098819958
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",369378.52063902485,0.002707250
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",387090.53079789033,0.002583375
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32998.35493301152,0.030304541
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28430.797661566892,0.035173125
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15431.880385272943,0.064800917
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10042.580541495943,0.099576000
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",370124.85421707307,0.002701791
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",397917.6175239735,0.002513083
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32522.96934710139,0.030747500
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28195.91934557271,0.035466125
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15453.014707004968,0.064712292
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10084.482754273931,0.099162250
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",373523.32223595545,0.002677209
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",378190.9387720216,0.002644167
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32175.85210022083,0.031079208
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",27848.009684646633,0.035909209
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15505.628946453917,0.064492708
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10094.773162674059,0.099061166
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",355645.20976132294,0.002811791
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",396170.3009349223,0.002524167
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33398.27405067326,0.029941667
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28059.804534840416,0.035638167
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15206.860751627682,0.065759792
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",10049.775634236566,0.099504709
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",370307.5552369265,0.002700458
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",392959.57899882545,0.002544791
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",32819.43566980366,0.030469750
"old","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28116.872730072148,0.035565833
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15214.823802831097,0.065725375
"old","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9972.293677307527,0.100277833
"old","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",374531.8352059925,0.002670000
"old","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",390243.90243902436,0.002562500
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-existing.js' n=1000",33138.96446966158,0.030175958
"new","esm/esm-loader-defaultResolve.js","specifier='./relative-nonexistent.js' n=1000",28001.36713874918,0.035712542
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-existing' n=1000",15282.039514097163,0.065436292
"new","esm/esm-loader-defaultResolve.js","specifier='unprefixed-nonexistent' n=1000",9924.1300259516,0.100764500
"new","esm/esm-loader-defaultResolve.js","specifier='node:prefixed-nonexistent' n=1000",371660.85946573754,0.002690625
"new","esm/esm-loader-defaultResolve.js","specifier='node:os' n=1000",395523.9347353866,0.002528292
